Area,Company,Item,2020,2021,2022,2023
Florida,TALLAHASSEE MUNICIPAL GAS SYSTEM,Commercial Volume,2074416,2191898,2131702,2104638
Florida,TALLAHASSEE MUNICIPAL GAS SYSTEM,Vehicle Fuel Volume,12457,21111,22437,24624
Georgia,TALLAPOOSA CITY OF,Residential Volume,34341,37227,34359,31581
Georgia,TALLAPOOSA CITY OF,Commercial Volume,14358,16210,15838,13553
Georgia,TALLAPOOSA CITY OF,Industrial Volume,94997,78365,72248,87798
Alabama,TALLASSEE CITY OF,Residential Volume,17654,20286,17442,16531
Alabama,TALLASSEE CITY OF,Commercial Volume,16032,16263,15190,16160
Alabama,TALLASSEE CITY OF,Industrial Volume,21249,30778,22799,43835
Colorado,TALLGRASS INTERSTATE GAS TRANS,Industrial Volume,2127204,2022353,2160414,2195437
Kansas,TALLGRASS INTERSTATE GAS TRANS,Industrial Volume,1732586,1738162,2137772,1856213
Nebraska,TALLGRASS INTERSTATE GAS TRANS,Commercial Volume,,0,,
Nebraska,TALLGRASS INTERSTATE GAS TRANS,Industrial Volume,20909047,22323900,22080586,21877119
Nebraska,TALLGRASS INTERSTATE GAS TRANS,Electric Power Volume,65813,171802,445233,386653
Wyoming,TALLGRASS INTERSTATE GAS TRANS,Industrial Volume,0,,,23468
Oklahoma,TALOGA TOWN OF,Residential Volume,5607,5700,4189,7390
Oklahoma,TALOGA TOWN OF,Commercial Volume,4651,5158,4321,9573
Illinois,TAMMS GAS COMPANY,Residential Volume,11667,,,
Illinois,TAMMS GAS COMPANY,Commercial Volume,3877,,,
Illinois,TAMMS GAS COMPANY,Industrial Volume,20324,,,
Louisiana,TARGA MIDSTREAM SERVICES LLC,Industrial Volume,89955172,80158792,95371773,73121502
West Virginia,TEAVEE OIL AND GAS COMPANY,Commercial Volume,410376,433398,409824,352360
Alabama,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,32395989,43724869,62383452,60825518
Kentucky,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,10355953,14641827,16244478,9696697
Louisiana,TENNESSEE GAS PIPELINE COMPANY,Industrial Volume,396034,359995,418854,377173
Louisiana,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,53881225,44699344,52860198,71727385
Massachusetts,TENNESSEE GAS PIPELINE COMPANY,Industrial Volume,,,818802,701756
Massachusetts,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,27788344,32628468,34971460,30900308
Mississippi,TENNESSEE GAS PIPELINE COMPANY,Industrial Volume,667750,648690,244418,279779
Mississippi,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,139344547,112559254,135860959,130059912
New Hampshire,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,22658738,23023560,24715225,24228022
New York,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,44937921,54058240,58623267,55605551
Ohio,TENNESSEE GAS PIPELINE COMPANY,Industrial Volume,1133697,1158298,1180200,1259441
Ohio,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,37471241,75189138,91849359,95073146
Pennsylvania,TENNESSEE GAS PIPELINE COMPANY,Industrial Volume,943541,981338,929209,929566
Pennsylvania,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,70127920,84812530,86104639,94725747
Rhode Island,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,29272118,32246351,27797640,35760285
Tennessee,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,8295946,9550616,11022306,8824762
Texas,TENNESSEE GAS PIPELINE COMPANY,Industrial Volume,147149,120892,165590,139291
Texas,TENNESSEE GAS PIPELINE COMPANY,Electric Power Volume,1934182,318231,1712548,1765876
Arkansas,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,3537,2422,0,
Arkansas,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,6042995,13002422,17224298,10050093
Delaware,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,6220416,5378504,7388436,6476846
Indiana,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,,,,4552
Kentucky,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,13814,13762,0,33436
Kentucky,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,675961,76940,3224394,891429
Louisiana,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,1217402,789574,814960,469042
Louisiana,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,11489934,3994929,9021235,14089670
Mississippi,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,11324122,10485569,12378533,12898987
Mississippi,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,88730058,87414436,91722021,89324861
Missouri,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,356838,0,,
Missouri,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,7655472,6673972,10135088,14805991
New Jersey,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,15145752,17738195,33454759,38658863
New Jersey,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,37491352,41812513,47843727,44909818
Ohio,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,8416222,7538251,8834489,8230919
Ohio,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,160033590,159275932,177781549,192501248
Pennsylvania,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,18445533,36896002,33224715,15665179
Pennsylvania,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,234415013,224162747,246889185,267179293
Texas,TEXAS EASTERN TRANSMISSION LP,Industrial Volume,19245382,23128548,17155900,15478762
Texas,TEXAS EASTERN TRANSMISSION LP,Electric Power Volume,124937905,118515126,117900744,113125451
Texas,TEXAS GAS SERVICE,Residential Volume,22029612,22551507,22843971,21530581
Texas,TEXAS GAS SERVICE,Commercial Volume,25124298,25780748,26938588,27577984
Texas,TEXAS GAS SERVICE,Industrial Volume,5231949,5209772,5573365,5625752
Illinois,TEXAS GAS TRANSMISSION LLC,Industrial Volume,1346544,1458279,1483526,1357795
Indiana,TEXAS GAS TRANSMISSION LLC,Industrial Volume,9435798,10729127,11463359,10481467
Indiana,TEXAS GAS TRANSMISSION LLC,Electric Power Volume,75191846,60808402,74538824,76261057
Kentucky,TEXAS GAS TRANSMISSION LLC,Commercial Volume,384740,371163,427978,391250
Kentucky,TEXAS GAS TRANSMISSION LLC,Industrial Volume,14802494,15610434,15937196,16812091
Kentucky,TEXAS GAS TRANSMISSION LLC,Electric Power Volume,88017442,95533619,121659030,97632174
Louisiana,TEXAS GAS TRANSMISSION LLC,Industrial Volume,65000,74761,61182,64434
Louisiana,TEXAS GAS TRANSMISSION LLC,Electric Power Volume,1613202,2995494,2541212,1596620
Mississippi,TEXAS GAS TRANSMISSION LLC,Industrial Volume,706217,757102,739387,770452
Mississippi,TEXAS GAS TRANSMISSION LLC,Electric Power Volume,38450812,36090008,40658675,39269103
Ohio,TEXAS GAS TRANSMISSION LLC,Industrial Volume,103487,95627,102970,1893042
Tennessee,TEXAS GAS TRANSMISSION LLC,Electric Power Volume,27952628,29799908,44054249,35319150
Texas,TEXAS KANSAS OKLAHOMA GAS,Residential Volume,5812,5481,6506,5513
Kansas,TEXAS KANSAS OKLAHOMA GAS LLC,Residential Volume,2773,1387,1576,3451
Kansas,TEXAS KANSAS OKLAHOMA GAS LLC,Commercial Volume,404,417,445,403
Kansas,TEXAS KANSAS OKLAHOMA GAS LLC,Industrial Volume,1848077,1762455,1909619,1239090
Oklahoma,TEXAS OKLAHOMA GAS LLC,Residential Volume,162,137,61,40
Oklahoma,TEXAS OKLAHOMA GAS LLC,Industrial Volume,154060,195084,205165,284017
Texas,TEXAS REPUBLIC UTILITY LLC,Residential Volume,776,4515,13159,17707
Texas,TEXAS REPUBLIC UTILITY LLC,Commercial Volume,,1868,1060,1438
Texas,TEXAS REPUBLIC UTILITY LLC,Industrial Volume,,0,,0
New York,THE BROOKLYN UNION GAS CO,Residential Volume,118483321,122856514,121121437,112894140
New York,THE BROOKLYN UNION GAS CO,Commercial Volume,21968815,23355077,24603400,23778394
New York,THE BROOKLYN UNION GAS CO,Industrial Volume,4994958,5150545,5215698,4856084
New York,THE BROOKLYN UNION GAS CO,Electric Power Volume,35402995,36251327,37315195,38478802
Hawaii,THE GAS COMPANY LLC,Residential Volume,602529,618186,598663,597268
Hawaii,THE GAS COMPANY LLC,Commercial Volume,1729699,2058846,2304018,2308801
Hawaii,THE GAS COMPANY LLC,Industrial Volume,79552,104306,90542,77272
Rhode Island,THE NARRAGANSETT ELEC CO,Residential Volume,,,18223872,17238850
Rhode Island,THE NARRAGANSETT ELEC CO,Commercial Volume,,,11126841,10423889
Rhode Island,THE NARRAGANSETT ELEC CO,Industrial Volume,,,8369780,8160809
Rhode Island,THE NARRAGANSETT ELEC CO,Vehicle Fuel Volume,,,100940,83644
Ohio,THE SWICKARD GAS CO,Residential Volume,25460,24160,26985,22407
Ohio,THE SWICKARD GAS CO,Commercial Volume,4642,4556,5651,5575
Ohio,THE SWICKARD GAS CO,Industrial Volume,572,385,690,887
Illinois,THEBES VILLAGE OF,Residential Volume,2769,3124,2902,2451
Louisiana,THIBODAUX CITY OF,Residential Volume,89138,118939,97975,85181
Louisiana,THIBODAUX CITY OF,Commercial Volume,201571,209665,209262,188688
Georgia,THOMASVILLE UTILITIES,Residential Volume,62469,81086,69808,63600
Georgia,THOMASVILLE UTILITIES,Commercial Volume,161997,230428,263211,286643
Georgia,THOMASVILLE UTILITIES,Industrial Volume,194907,168770,134748,127918
Georgia,THOMSON CITY OF,Residential Volume,66841,80980,72262,74405
Georgia,THOMSON CITY OF,Commercial Volume,72144,74450,73863,76800
Georgia,THOMSON CITY OF,Industrial Volume,960716,1032060,1024710,851383
Georgia,TIFTON NATURAL GAS SYSTEM,Residential Volume,35664,37813,37037,49074
Georgia,TIFTON NATURAL GAS SYSTEM,Commercial Volume,231490,260720,262812,271062
Georgia,TIFTON NATURAL GAS SYSTEM,Industrial Volume,201290,217230,245378,227080
Iowa,TIPTON CITY OF,Residential Volume,95050,93499,102335,91694
Iowa,TIPTON CITY OF,Commercial Volume,72945,73911,78539,76200
Mississippi,TISHOMINGO CITY OF,Residential Volume,16783,19156,21141,18308
Mississippi,TISHOMINGO CITY OF,Commercial Volume,17473,14892,19507,13506
Georgia,TOCCOA NATURAL GAS SYSTEM,Residential Volume,181311,176489,185668,169279
Georgia,TOCCOA NATURAL GAS SYSTEM,Commercial Volume,424038,464508,453105,432421
Georgia,TOCCOA NATURAL GAS SYSTEM,Industrial Volume,559005,507357,485440,528854
North Carolina,TOCCOA NATURAL GAS SYSTEM,Residential Volume,20786,20313,21367,20181
North Carolina,TOCCOA NATURAL GAS SYSTEM,Commercial Volume,76867,77495,85225,97508
North Carolina,TOCCOA NATURAL GAS SYSTEM,Industrial Volume,34995,36157,44086,30502
Louisiana,TOKAI CARBON CB LTD,Industrial Volume,1746095,1692545,1696899,1827986
Texas,TOKAI CARBON CB LTD,Industrial Volume,3681741,3310739,3310739,3993960
Illinois,TOLDEDO VILLAGE OF,Residential Volume,26809,26969,28818,23109
Illinois,TOLDEDO VILLAGE OF,Commercial Volume,9526,9835,9835,7921
Illinois,TOLDEDO VILLAGE OF,Industrial Volume,1306,1550,1553,1154
Texas,TOMBALL CITY OF,Residential Volume,86627,99049,111170,106501
Texas,TOMBALL CITY OF,Commercial Volume,177874,174471,179953,170777
Kentucky,TOMPKINSVILLE CITY OF,Residential Volume,42214,47291,46486,37416
Kentucky,TOMPKINSVILLE CITY OF,Commercial Volume,46457,49587,42239,47540
Kentucky,TOMPKINSVILLE CITY OF,Industrial Volume,6155,7545,7945,8595
Louisiana,TOWN OF ARNAUDVILLE,Residential Volume,11233,13253,12364,10393
Louisiana,TOWN OF ARNAUDVILLE,Commercial Volume,4707,5135,5397,4505
Louisiana,TOWN OF ARNAUDVILLE,Industrial Volume,,,,363
Louisiana,TOWN OF BOYCE,Residential Volume,10033,11414,11460,7521
Louisiana,TOWN OF BOYCE,Commercial Volume,569,601,599,495
Louisiana,TOWN OF BOYCE,Industrial Volume,768,892,755,336
Florida,TOWN OF JAY,Residential Volume,5378,4749,4741,4377
Florida,TOWN OF JAY,Commercial Volume,8067,10328,9299,6565
Iowa,TRAER MUNICIPAL UTILITIES,Residential Volume,12733,49413,56152,48880
Iowa,TRAER MUNICIPAL UTILITIES,Commercial Volume,4818,19406,24723,23336
Iowa,TRAER MUNICIPAL UTILITIES,Industrial Volume,1160,4069,3819,4023
Iowa,TRAER MUNICIPAL UTILITIES,Electric Power Volume,,70,42,11
Nebraska,TRAILBLAZER PIPELINE COMPANY,Industrial Volume,15079519,14086314,15843180,15169911
Nebraska,TRAILBLAZER PIPELINE COMPANY,Electric Power Volume,2667585,1972576,979771,1385536
Texas,TRANS-PECOS PIPELINE COMPANY,Industrial Volume,626177,593043,700724,599952
Idaho,TRANSCANADA - GAS TRANSMISSION NW,Electric Power Volume,13570670,14660758,13678264,21431384
Oregon,TRANSCANADA - GAS TRANSMISSION NW,Industrial Volume,1424927,1523906,1207078,855332
Oregon,TRANSCANADA - GAS TRANSMISSION NW,Electric Power Volume,105913459,93887684,85472929,97635191
Oregon,TRANSCANADA - GAS TRANSMISSION NW,Vehicle Fuel Volume,,0,,
Washington,TRANSCANADA - GAS TRANSMISSION NW,Industrial Volume,109110,244726,80085,126
Alabama,TRANSCONTINENTAL GAS PIPELINE,Industrial Volume,4320969,6772983,6093844,7581973
Alabama,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,100575558,94200896,113657933,100140954
Georgia,TRANSCONTINENTAL GAS PIPELINE,Industrial Volume,253221,446851,469979,935618
Georgia,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,146547432,126080640,145239705,148168877
Louisiana,TRANSCONTINENTAL GAS PIPELINE,Industrial Volume,8061293,26806538,51032038,54095129
Maryland,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,20326520,23470130,26705240,29866376
New Jersey,TRANSCONTINENTAL GAS PIPELINE,Industrial Volume,544588,519300,531933,466850
New Jersey,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,117880085,109893650,117008517,110792246
North Carolina,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,30312338,65539715,117729406,110813543
Pennsylvania,TRANSCONTINENTAL GAS PIPELINE,Industrial Volume,8617955,7678028,7237098,6855791
Pennsylvania,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,134414790,136706849,116526293,147108836
South Carolina,TRANSCONTINENTAL GAS PIPELINE,Industrial Volume,4256814,4298614,4148644,4461790
South Carolina,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,49922402,47150489,63102930,51832734
Texas,TRANSCONTINENTAL GAS PIPELINE,Industrial Volume,8687941,11178588,11539682,4738812
Virginia,TRANSCONTINENTAL GAS PIPELINE,Electric Power Volume,72400192,200380578,186143311,171363140
Arizona,TRANSWESTERN PIPELINE COMPANY,Residential Volume,2362,2407,2691,2769
Arizona,TRANSWESTERN PIPELINE COMPANY,Commercial Volume,0,0,,
Arizona,TRANSWESTERN PIPELINE COMPANY,Industrial Volume,373271,457778,447253,424754
Arizona,TRANSWESTERN PIPELINE COMPANY,Electric Power Volume,181386836,168312149,149518758,143838626
New Mexico,TRANSWESTERN PIPELINE COMPANY,Residential Volume,200,189,56,19
New Mexico,TRANSWESTERN PIPELINE COMPANY,Industrial Volume,2775702,2742379,2726182,2628924
New Mexico,TRANSWESTERN PIPELINE COMPANY,Electric Power Volume,792685,928743,806393,2632103
New Mexico,TRANSWESTERN PIPELINE COMPANY,Vehicle Fuel Volume,0,,,
Texas,TRANSWESTERN PIPELINE COMPANY,Residential Volume,522161,505041,581224,536588
Texas,TRANSWESTERN PIPELINE COMPANY,Commercial Volume,6571,6372,6549,6753
Texas,TRANSWESTERN PIPELINE COMPANY,Industrial Volume,1900945,2017290,2169883,1625139
Georgia,TRI-COUNTY NATURAL GAS AUTHORITY,Residential Volume,31229,44222,41130,68504
Georgia,TRI-COUNTY NATURAL GAS AUTHORITY,Commercial Volume,67278,92498,87810,156562
Georgia,TRI-COUNTY NATURAL GAS AUTHORITY,Industrial Volume,,36481,42376,678230
Colorado,TRINIDAD CITY OF,Residential Volume,282117,300444,290487,363390
Colorado,TRINIDAD CITY OF,Commercial Volume,208390,205964,218153,252550
Colorado,TRINIDAD CITY OF,Vehicle Fuel Volume,32742,30989,16303,14744
Georgia,TRION TOWN OF,Residential Volume,47600,49537,48376,40670
Georgia,TRION TOWN OF,Commercial Volume,21146,17724,13080,8876
Georgia,TRION TOWN OF,Industrial Volume,507063,887223,748548,681996
Tennessee,TROY TOWN OF,Residential Volume,12827,13451,15450,
Tennessee,TROY TOWN OF,Commercial Volume,15278,16923,18110,
Illinois,TRUNKLINE GAS COMPANY,Commercial Volume,228379,220989,241671,194568
Illinois,TRUNKLINE GAS COMPANY,Industrial Volume,97363,17774,,
Illinois,TRUNKLINE GAS COMPANY,Electric Power Volume,922641,3057307,1389665,1775198
Indiana,TRUNKLINE GAS COMPANY,Electric Power Volume,,721,,195
Louisiana,TRUNKLINE GAS COMPANY,Industrial Volume,,,,9696204
Louisiana,TRUNKLINE GAS COMPANY,Electric Power Volume,,,,1447
Mississippi,TRUNKLINE GAS COMPANY,Industrial Volume,,254,482,247
Tennessee,TRUNKLINE GAS COMPANY,Industrial Volume,121600,146777,150414,151466
Texas,TRUNKLINE GAS COMPANY,Industrial Volume,,,,17433
California,TUSCARORA GAS TRANSMISSION CO,Electric Power Volume,20105,22020,30256,9438
Nevada,TUSCARORA GAS TRANSMISSION CO,Industrial Volume,2739959,2819595,2921563,4308017
Nevada,TUSCARORA GAS TRANSMISSION CO,Electric Power Volume,35285399,32073950,27310913,29361846
Alabama,TUSCUMBIA CITY OF,Residential Volume,78780,82660,89724,67343
Alabama,TUSCUMBIA CITY OF,Commercial Volume,79585,85336,83710,74824
Alabama,TUSCUMBIA CITY OF,Industrial Volume,85178,85881,92800,92066
Oklahoma,TUTTLE PUBLIC WORKS AUTHORITY,Residential Volume,95980,108302,128212,101332
Oklahoma,TUTTLE PUBLIC WORKS AUTHORITY,Commercial Volume,16973,17959,20479,21507
Minnesota,TWO HARBORS CITY OF,Residential Volume,147278,147627,176315,146612
Minnesota,TWO HARBORS CITY OF,Commercial Volume,108538,107786,125669,111092
Minnesota,TWO HARBORS CITY OF,Industrial Volume,168401,169214,191525,146585
Texas,TX LFG ENERGY LP,Commercial Volume,,,,1323164
Minnesota,TYLER CITY OF,Residential Volume,46138,46995,35566,31144
Minnesota,TYLER CITY OF,Commercial Volume,11534,15665,25430,22206
Maryland,UGI CENTRAL PENN GAS INC,Residential Volume,33852,31448,38348,29429
Maryland,UGI CENTRAL PENN GAS INC,Commercial Volume,92766,95133,105869,98701
Maryland,UGI CENTRAL PENN GAS INC,Industrial Volume,324,457,31,5
Pennsylvania,UGI SUNBURY LLC,Electric Power Volume,41394935,49911672,51466571,51678277
Pennsylvania,UGI UTILITIES,Residential Volume,46368929,48212641,49762719,44808774
Pennsylvania,UGI UTILITIES,Commercial Volume,49777464,51264886,55273926,52564239
Pennsylvania,UGI UTILITIES,Industrial Volume,69335717,70280354,73108994,70613539
Pennsylvania,UGI UTILITIES,Electric Power Volume,146709413,129152279,141590523,166116046
Georgia,UNADILLA  CITY OF,Residential Volume,13624,16314,16316,16314
Georgia,UNADILLA  CITY OF,Commercial Volume,14415,11559,14328,12506
Georgia,UNADILLA  CITY OF,Industrial Volume,16583,36400,21351,28356
Tennessee,UNICOI COUNTY UTILITY DISTRICT,Residential Volume,162791,182872,171761,163075
Tennessee,UNICOI COUNTY UTILITY DISTRICT,Commercial Volume,85588,93283,87639,80319
Tennessee,UNICOI COUNTY UTILITY DISTRICT,Industrial Volume,185681,179313,191280,199215
South Carolina,UNION CITY OF,Residential Volume,268750,288631,268721,262411
South Carolina,UNION CITY OF,Commercial Volume,202632,200526,189674,201678
South Carolina,UNION CITY OF,Industrial Volume,953954,830914,924199,676899
West Virginia,UNION OIL AND GAS INC,Residential Volume,299856,340925,361137,319525
West Virginia,UNION OIL AND GAS INC,Commercial Volume,240978,279813,297069,270793
Georgia,UNION POINT CITY OF,Residential Volume,10510,12752,11065,
Georgia,UNION POINT CITY OF,Commercial Volume,4183,4823,4963,
Georgia,UNION POINT CITY OF,Industrial Volume,2425,443,1356,
Kansas,UNIONTOWN CITY OF,Residential Volume,5588,5668,5686,5402
Kansas,UNIONTOWN CITY OF,Commercial Volume,2172,2236,2202,2020
Missouri,UNIONVILLE MUNICIPAL NATURAL GAS SYS,Residential Volume,53363,53873,57177,49676
Missouri,UNIONVILLE MUNICIPAL NATURAL GAS SYS,Commercial Volume,30043,29907,33094,29528
Missouri,UNIONVILLE MUNICIPAL NATURAL GAS SYS,Industrial Volume,361,398,546,560
Minnesota,UNITED NATURAL GAS LLC,Residential Volume,22574,22836,27569,24302
Minnesota,UNITED NATURAL GAS LLC,Commercial Volume,41870,40581,47623,41704
Minnesota,UNITED NATURAL GAS LLC,Industrial Volume,71744,76681,77056,72123
Texas,UNIVERSAL NATURAL GAS INC,Residential Volume,471807,910476,1156170,1098129
Texas,UNIVERSAL NATURAL GAS INC,Commercial Volume,104697,149104,169636,178850
Arizona,UNS GAS INC,Residential Volume,7942483,7979995,8507577,8900882
Arizona,UNS GAS INC,Commercial Volume,4454998,4618839,4827747,4995362
Arizona,UNS GAS INC,Industrial Volume,2255346,2719891,2557797,2762508
Arizona,UNS GAS INC,Electric Power Volume,18616032,25612134,22075537,26300446
Arizona,UNS GAS INC,Vehicle Fuel Volume,23162,27819,30612,25736
Michigan,UPPER MICHIGAN ENERGY RESOURCES CORP,Residential Volume,427609,408460,456606,388710
Michigan,UPPER MICHIGAN ENERGY RESOURCES CORP,Commercial Volume,220452,376326,279078,222503
Michigan,UPPER MICHIGAN ENERGY RESOURCES CORP,Industrial Volume,998100,980661,979681,832891
Alabama,UPPER SAND MOUNTAIN GAS DISTRICT,Residential Volume,4761,5262,6445,5833
Alabama,UPPER SAND MOUNTAIN GAS DISTRICT,Commercial Volume,4998,5412,6507,5407
Alabama,UPPER SAND MOUNTAIN GAS DISTRICT,Industrial Volume,49429,50227,56594,54827
Alabama,USG PIPELINE COMPANY,Industrial Volume,3311417,3670920,3488902,3489454
Mississippi,UTICA TOWN OF,Residential Volume,7690,7327,6578,5558
